Key,Summary,Status,Priority,Affected Versions
HIVE-15680,Incorrect results when hive.optimize.index.filter=true and same ORC table is referenced twice in query,Closed,Major,"1.1.0, 2.2.0"
HIVE-15679,"Some metastore metrics always contains column=null (write_column_statistics, write_partition_column_statistics)",Resolved,Trivial,"2.1.1, 2.2.0"
HIVE-15669,LLAP: Improve aging in shortest job first scheduler,Closed,Major,2.2.0
HIVE-15667,TestBlobstoreCliDriver tests are failing due to output differences,Resolved,Major,2.2.0
HIVE-15659,StackOverflowError when ClassLoader.loadClass for Spark,Resolved,Major,2.2.0
HIVE-15656,Place powermock in correct dependency management section root pom.xml,Resolved,Minor,2.2.0
HIVE-15655,Optimizer: Allow config option to disable n-way JOIN merging ,Closed,Major,2.2.0
HIVE-15654,TezJobMonitor is not writing some headers to log file,Resolved,Major,2.2.0
HIVE-15651,LLAP: llap status tool enhancements,Closed,Major,2.2.0
HIVE-15650,LLAP: Set perflogger to DEBUG level for llap daemons,Closed,Major,2.2.0
HIVE-15648,Hive throws compilation error due to $powermock.version not being present in root pom,Resolved,Major,2.2.0
HIVE-15646,Column level lineage is not available for table Views,Closed,Major,2.1.0
HIVE-15644,Collect LLAP's JVM metrics via Hive's JvmPauseMonitor,Resolved,Major,2.2.0
HIVE-15639,Hive/Druid integration: wrong semantics for ordering within groupBy queries,Closed,Critical,2.2.0
HIVE-15637,Hive/Druid integration: wrong semantics of groupBy query limit with granularity,Closed,Critical,2.2.0
HIVE-15636,Hive/Druid integration: wrong semantics of topN query limit with granularity,Closed,Critical,2.2.0
HIVE-15635,"Hive/Druid integration: timeseries query shows all days, even if no data",Closed,Critical,2.2.0
HIVE-15634,Hive/Druid integration: Timestamp column inconsistent w/o Fetch optimization,Resolved,Critical,2.2.0
HIVE-15633,Hive/Druid integration: Exception when time filter is not in datasource range,Closed,Major,2.2.0
HIVE-15632,Hive/Druid integration: Incorrect result - Limit on timestamp disappears,Closed,Critical,2.2.0
HIVE-15630,add operation handle before operation.run instead of after operation.run,Closed,Minor,2.2.0
HIVE-15589,Lengthen HIVE_TXN_TIMEOUT in TestDbTxnManager.setup to avoid unnecessary test failure,Closed,Major,2.2.0
HIVE-15585,LLAP failed to start on a host with only 1 cp,Resolved,Major,2.1.1
HIVE-15583,CTAS query removes leading underscore from column names with CBO,Closed,Minor,2.2.0
HIVE-15576,Fix bug in QTestUtil where lines after a partial mask will not be masked,Resolved,Major,2.2.0
HIVE-15574,Beeline '-f <file>' finishes correctly but with a NullPointerException,Resolved,Minor,2.2.0
HIVE-15563,Ignore Illegal Operation state transition exception in SQLOperation.runQuery to expose real exception.,Resolved,Minor,2.2.0
HIVE-15552,Unable to coalesce DATE and TIMESTAMP types,Closed,Critical,2.1.0
HIVE-15531,Hive breaks Hadoop commons logging with log4j2,Resolved,Minor,2.1.0
HIVE-15517,NOT (x <=> y) returns NULL if x or y is NULL,Closed,Major,"1.2.1, 2.0.0, 2.1.0"
HIVE-15503,LLAP: Fix use of Runtime.getRuntime.maxMemory in Hive operators,Closed,Critical,2.2.0
HIVE-15498,sum() over (order by c) should default the windowing spec to RangeBoundarySpec,Resolved,Major,2.1.0
HIVE-15494,Create perfLogger in method execute instead of class initialization for SparkTask,Resolved,Minor,2.2.0
HIVE-15493,Wrong result for LEFT outer join in Tez using MapJoinOperator,Closed,Critical,2.2.0
HIVE-15487,LLAP: Improvements to random selection while scheduling,Closed,Major,2.2.0
HIVE-15484,Fix PerfCliDriver test failures in master,Resolved,Major,2.2.0
HIVE-15483,Database and table name is case sensitive when used in show grant,Closed,Minor,"1.3.0, 2.2.0"
HIVE-15482,LLAP: When pre-emption is disabled task scheduler gets into loop,Closed,Critical,2.2.0
HIVE-15476,ObjectStore.getMTableColumnStatistics() should check if colNames is empty,Resolved,Minor,2.2.0
HIVE-15474,Extend limit propagation for chain of RS-GB-RS operators,Closed,Major,2.2.0
HIVE-15472,JDBC: Standalone jar is missing ZK dependencies,Closed,Major,2.2.0
HIVE-15459,Fix unit test failures on master,Closed,Major,2.2.0
HIVE-15445,Subquery failing with ClassCastException,Closed,Major,2.2.0
HIVE-15443,"There is a table stored as orc format, it contains a column with the type of array<string>.When each cell of this column contains tens of strings, the queries reported ArrayIndexOutOfBoundsException.",Resolved,Major,2.1.0
HIVE-15442,Driver.java has a redundancy  code,Closed,Minor,3.0.0
HIVE-15438,avrocountemptytbl.q should use SORT_QUERY_RESULTS,Resolved,Major,"1.1.0, 2.2.0"
HIVE-15421,Assumption in exception handling can be wrong in DagUtils.localizeResource,Resolved,Major,2.2.0
HIVE-15418,"""select 'abc'"" will throw 'Cannot find path in conf'",Resolved,Major,2.2.0
HIVE-15417,Glitches using ACID's row__id hidden column,Closed,Major,2.2.0
HIVE-15407,"add distcp to classpath by default, because hive depends on it. ",Resolved,Major,2.2.0
HIVE-15406,Consider vectorizing the new 'trunc' function,Closed,Critical,4.0.0
HIVE-15403,LLAP: Login with kerberos before starting the daemon,Closed,Critical,2.2.0
HIVE-15402,LAG's PRECEDING does not work.,Resolved,Major,2.1.0
HIVE-15386,Expose Spark task counts and stage Ids information in SparkTask from SparkJobMonitor,Resolved,Major,2.1.1
HIVE-15378,clean up HADOOP_USER_CLASSPATH_FIRST in bin scripts,Resolved,Major,2.2.0
HIVE-15376,Improve heartbeater scheduling for transactions,Closed,Major,2.2.0
HIVE-15369,Extend column pruner to account for residual filter expression in Join operator,Closed,Major,2.2.0
HIVE-15362,Add the missing fields for 2.2.0 upgrade scripts,Resolved,Major,2.2.0
HIVE-15361,INSERT dynamic partition on S3 fails with a MoveTask failure,Resolved,Critical,2.2.0
HIVE-15355,Concurrency issues during parallel moveFile due to HDFSUtils.setFullFileStatus,Closed,Major,"2.1.0, 2.2.0"
HIVE-15353,Metastore throws NPE if StorageDescriptor.cols is null,Resolved,Major,"1.1.0, 2.2.0"
HIVE-15347,LLAP: Executor memory and Xmx should have some headroom for other services,Closed,Critical,2.2.0
HIVE-15329,NullPointerException might occur when create table,Resolved,Major,"2.0.0, 2.1.0"
HIVE-15327,Outerjoin might produce wrong result depending on joinEmitInterval value,Closed,Critical,"1.3.0, 2.2.0"
HIVE-15318,"Query ""insert into table values()"" creates the tmp table under the current database",Resolved,Major,2.2.0
HIVE-15314,ThriftCLIService should LOG.error rather than LOG.warn when Exception occurs,Resolved,Major,2.2.0
HIVE-15311,Analyze column stats should skip non-primitive column types,Closed,Major,"1.2.0, 2.0.0, 2.1.0"
HIVE-15308,"Create ACID table failed intermittently: due to Postgres (SQLState=25P02, ErrorCode=0)",Closed,Major,2.1.0
HIVE-15306,Change NOTICE file to account for JSON license components,Closed,Major,"2.1.1, 2.2.0"
HIVE-15297,Hive should not split semicolon within quoted string literals,Closed,Major,"2.0.0, 2.1.0"
HIVE-15295,Fix HCatalog javadoc generation with Java 8,Closed,Minor,"2.1.0, 2.2.0"
HIVE-15291,Comparison of timestamp fails if only date part is provided. ,Closed,Major,2.1.0
HIVE-15285,err info for itests mvn building is not correct,Resolved,Major,"2.1.0, 2.2.0"
HIVE-15283,Index is dropped from wrong table in the index_auto_mult_tables.q and index_auto_mult_tables_compact.q tests,Resolved,Trivial,2.2.0
HIVE-15282,Different modification times are used when an index is built and when its staleness is checked,Resolved,Major,2.2.0
HIVE-15275,"""beeline -f <file>"" will throw NPE ",Resolved,Major,2.2.0
HIVE-15273,Druid http client not configured correctly,Closed,Minor,2.2.0
HIVE-15267,Make query length calculation logic more accurate in TxnUtils.needNewQuery(),Closed,Major,"1.2.1, 2.1.0"
HIVE-15266,Edit test output of negative blobstore tests to match HIVE-15226,Resolved,Major,2.2.0
HIVE-15257,remove useless cleanupReaders in OrcEncodedDataReader,Resolved,Major,"2.1.0, 2.2.0"
HIVE-15251,Provide support for complex expressions in ON clauses for OUTER joins,Closed,Major,2.2.0
HIVE-15247,Pass the purge option for drop table to storage handlers,Resolved,Major,"1.2.1, 2.0.0, 2.1.0"
HIVE-15239,hive on spark combine equivalent work get wrong result because of  TS operation compare,Resolved,Major,"1.2.0, 2.1.0"
HIVE-15237,Propagate Spark job failure to Hive,Resolved,Major,2.1.0
HIVE-15234,Semijoin cardinality estimation can be improved,Closed,Major,"2.0.0, 2.1.0"
HIVE-15233,UDF UUID() should be non-deterministic,Resolved,Major,2.2.0
HIVE-15218,Kyro Exception on subsequent run of a query in LLAP mode,Resolved,Major,2.2.0
HIVE-15214,"LLAP: Offer a ""slow"" mode to debug race conditions in package builder ",Resolved,Major,2.2.0
HIVE-15211,Provide support for complex expressions in ON clauses for INNER joins,Closed,Major,2.2.0
HIVE-15209,Set hive.strict.checks.cartesian.product to false by default,Resolved,Major,2.2.0
HIVE-15196,LLAP UI: HIVE-14984 broke LLAP UI,Closed,Major,2.2.0
HIVE-15190,Field names are not preserved in ORC files written with ACID,Closed,Critical,"2.1.0, 2.2.0, 3.1.0, 4.0.0"
HIVE-15186,CBO: use database triggers CBO planner & NPEs,Resolved,Blocker,2.2.0
HIVE-15181,buildQueryWithINClause didn't properly handle multiples of ConfVars.METASTORE_DIRECT_SQL_MAX_ELEMENTS_IN_CLAUSE,Closed,Critical,"1.2.1, 2.1.0"
HIVE-15175,NOT IN condition is not handled correctly with predicate push down,Resolved,Major,2.1.0
HIVE-15160,Can't order by an unselected column,Closed,Major,"2.0.0, 2.1.0, 2.2.0, 2.3.0"
HIVE-15158,Partition Table With timestamp type on S3 storage --> Error in getting fields from serde.Invalid Field null,Resolved,Major,2.1.0
HIVE-15155,Change Hive version shortname to 2.2.0,Resolved,Minor,2.1.0
HIVE-15143,add logging for HIVE-15024,Closed,Critical,2.2.0
HIVE-15137,metastore add partitions background thread should use current username,Closed,Major,"2.1.1, 2.2.0"
HIVE-15123,LLAP UI: The UI should work even if the cache is disabled,Closed,Major,"2.1.0, 2.2.0"
HIVE-15110,JDBC standalone jar is missing classes from hadoop-commons jar.,Resolved,Major,"2.0.0, 2.1.0"
HIVE-15105,Hive shell runs out of memory on Tez,Resolved,Major,2.0.1
HIVE-15102,Hiveptest is killing nodes where IP is reused after previous node termination,Resolved,Major,2.2.0
HIVE-15099,PTFOperator.PTFInvocation didn't properly reset the input partition,Closed,Major,"1.2.1, 1.3.0, 2.1.0, 2.2.0"
HIVE-15096,hplsql registerUDF conflicts with pom.xml,Resolved,Major,"2.0.0, 2.0.1, 2.1.0"
HIVE-15091,Master: Update errata.txt for the missing JIRA number in HIVE-14909 commit msg,Resolved,Trivial,2.2.0
HIVE-15090,Temporary DB failure can stop ExpiredTokenRemover thread,Closed,Major,"1.3.0, 2.0.1, 2.1.0, 2.2.0"
HIVE-15077,Acid LockManager is unfair,Closed,Blocker,2.3.0
HIVE-15070,HIVE-13062 causes the HMS schema upgrade tests to not work,Closed,Major,2.1.0
HIVE-15065,SimpleFetchOptimizer should decide based on metastore stats when available,Closed,Major,2.2.0
HIVE-15054,Hive insertion query execution fails on Hive on Spark,Resolved,Major,2.0.0
HIVE-15050,Webhcat fails to start with Syslog appender,Resolved,Major,2.1.0
HIVE-15046,Multiple fixes for Druid handler,Closed,Major,2.2.0
HIVE-15037,Figure out whether the SCSL 3.0 license is acceptable,Resolved,Blocker,2.2.0
HIVE-15036,Druid code recently included in Hive pulls in GPL jar,Closed,Blocker,2.2.0
HIVE-15035,Clean up Hive licenses for binary distribution,Closed,Blocker,2.1.0
HIVE-15030,Fixes in inference of collation for Tez cost model,Resolved,Major,2.1.0
HIVE-15029,Add logic to estimate stats for BETWEEN operator,Closed,Major,2.1.0
HIVE-15024,LLAP: ClassCastException: org.apache.hadoop.hive.common.io.DiskRangeList cannot be cast to org.apache.orc.impl.BufferChunk,Resolved,Critical,2.2.0
HIVE-14991,JDBC result set iterator has useless DEBUG log,Resolved,Major,2.2.0
HIVE-14982,Remove some reserved keywords in Hive 2.2,Closed,Major,2.1.0
HIVE-14981,Eliminate unnecessary MapJoin restriction in HIVE-11394,Closed,Critical,2.2.0
HIVE-14980,Minor compaction when triggered simultaniously on the same table/partition deletes data,Resolved,Critical,2.1.0
HIVE-14975,Flaky Test: TestBeelineArgParsing.testAddLocalJarWithoutAddDriverClazz,Resolved,Major,2.2.0
HIVE-14966,JDBC: Make cookie-auth work in HTTP mode,Closed,Major,"1.2.1, 2.1.0"
HIVE-14960,Improve the stability of TestNotificationListener,Resolved,Minor,2.1.0
HIVE-14959,Fix DISTINCT with windowing when CBO is enabled/disabled,Closed,Major,2.1.0
HIVE-14924,MSCK REPAIR table with single threaded is throwing null pointer exception,Closed,Major,"2.1.0, 2.2.0"
HIVE-14903,from_utc_time function issue for CET daylight savings,Resolved,Minor,2.0.1
HIVE-14884,Test result cleanup before 2.1.1 release,Resolved,Major,2.1.1
HIVE-14873,Add UDF for extraction of 'day of week',Closed,Major,2.1.0
HIVE-14869,Make ORC Reader resilient to 0 length files,Resolved,Major,2.2.0
HIVE-14865,Fix comments after HIVE-14350,Closed,Major,2.1.1
HIVE-14843,HIVE-14751 introduced ambiguity in grammar,Closed,Major,2.2.0
HIVE-14839,Improve the stability of TestSessionManagerMetrics,Resolved,Minor,2.1.0
HIVE-14837,JDBC: standalone jar is missing hadoop core dependencies,Closed,Major,2.2.0
HIVE-14831,Missing Druid dependencies at runtime,Closed,Major,2.2.0
HIVE-14829,metastore.sh fails due to classpath conflict with hive-service-rpc,Resolved,Major,"2.0.1, 2.1.0"
HIVE-14820,RPC server for spark inside HS2 is not getting server address properly,Resolved,Major,2.0.1
HIVE-14819,FunctionInfo for permanent functions shows TEMPORARY FunctionType,Closed,Major,2.1.0
HIVE-14814,metastoreClient is used directly in Hive cause NPE,Closed,Major,"1.3.0, 2.1.0, 2.2.0"
HIVE-14805,Subquery inside a view will have the object in the subquery as the direct input ,Closed,Major,2.0.1
HIVE-14798,MSCK REPAIR TABLE throws null pointer exception,Resolved,Major,2.1.0
HIVE-14792,"AvroSerde reads the remote schema-file at least once per mapper, per table reference.",Closed,Major,"1.2.1, 2.1.0"
HIVE-14783,bucketing column should be part of sorting for delete/update operation when spdo is on,Closed,Major,2.2.0
HIVE-14779,make DbTxnManager.HeartbeaterThread a daemon,Closed,Minor,"1.3.0, 2.1.0"
HIVE-14773,NPE aggregating column statistics for date column in partitioned table,Closed,Major,"1.2.0, 2.1.0"
HIVE-14766,ObjectStore.initialize() needs retry mechanisms in case of connection failures,Closed,Major,"2.1.1, 2.2.0"
HIVE-14751,Add support for date truncation,Closed,Major,2.2.0
HIVE-14742,Hive on spark throws NPE exception for union all query ,Resolved,Major,2.0.0
HIVE-14739,Replace runnables directly added to runtime shutdown hooks to avoid deadlock,Closed,Major,2.2.0
HIVE-14737,Problem accessing /logs in a Kerberized Hive Server 2 Web UI,Closed,Major,"1.1.0, 3.1.1"
HIVE-14727,llap-server may case file descriptor leak in BuddyAllocator class,Resolved,Major,2.2.0
HIVE-14726,delete statement fails when spdo is on,Closed,Major,2.1.0
HIVE-14707,ACID: Insert shuffle sort-merges on blank KEY,Resolved,Major,2.2.0
HIVE-14706,Lineage information not set properly,Closed,Critical,"2.1.0, 2.1.1"
HIVE-14698,Metastore: Datanucleus MSSQLServerAdapter generates incorrect syntax for OFFSET-FETCH clause,Resolved,Major,2.1.0
HIVE-14697,Can not access kerberized HS2 Web UI,Closed,Major,2.1.0
HIVE-14694,UDF rand throws NPE when input data is NULL,Resolved,Minor,2.2.0
HIVE-14690,"Query fail when hive.exec.parallel=true, with conflicting session dir",Closed,Major,"1.3.0, 2.1.0"
HIVE-14686,"Get unexpected command type when execute query ""CREATE TABLE IF NOT EXISTS ... AS""",Resolved,Major,"1.2.1, 2.1.0"
HIVE-14678,Hive-on-MR deprecation warning  is not diplayed when engine is set to capital letter 'MR',Closed,Trivial,"2.1.0, 2.2.0"
HIVE-14674, Incorrect syntax near the keyword 'with' using MS SQL Server,Closed,Critical,"1.3.0, 2.1.0"
HIVE-14658,UDF abs throws NPE when input arg type is string,Resolved,Minor,"1.3.0, 2.2.0"
HIVE-14652,incorrect results for not in on partition columns,Closed,Blocker,"2.1.0, 2.2.0"
HIVE-14648,LLAP: Avoid private pages in the SSD cache,Closed,Blocker,2.2.0
HIVE-14647,Typo fixes in Beeline help,Resolved,Major,2.2.0
HIVE-14634,TxnHandler.heartbeatTxnRange() can be done in 1 SQL statement,Resolved,Major,"1.3.0, 2.1.1"
HIVE-14624,LLAP: Use FQDN when submitting work to LLAP ,Closed,Major,2.2.0
HIVE-14620,metrics errors because of conflicts with hadoops older metrics jar,Resolved,Major,"2.0.0, 2.1.0"
HIVE-14619,CASE folding can produce wrong expression,Closed,Critical,2.1.0
HIVE-14617,NPE in UDF MapValues() if input is null,Resolved,Major,2.1.0
HIVE-14607, ORC split generation failed with exception: java.lang.ArrayIndexOutOfBoundsException: 1,Closed,Critical,2.2.0
HIVE-14591,HS2 is shut down unexpectedly during the startup time,Closed,Major,"1.2.1, 2.1.0"
HIVE-14570,"Create table with column names ROW__ID, INPUT__FILE__NAME, BLOCK__OFFSET__INSIDE__FILE sucess but query fails",Resolved,Major,"1.3.0, 2.2.0"
HIVE-14567,"After enabling Hive Parquet Vectorization, POWER_TEST of query24 in TPCx-BB(BigBench) failed with 1TB scale factor, but successful with 3TB scale factor",Resolved,Critical,2.2.0
